側向油壓,二次加壓,主油壓,油槽油溫,油泵溫度
3,14.1,48.9,32.5,30.9
3,16,48.9,32.5,30.9
3,14.6,48.9,32.5,30.9
3,14.1,48.9,32.5,30.9
3,14.2,48.9,32.5,30.9
3,13.6,48.9,32.5,30.9
3,13.7,48.9,32.5,30.9
3,14.6,48.9,32.5,30.9
3,14.1,48.9,32.5,30.9
3,13.6,48.9,32.5,30.9
3,13.7,48.9,32.5,30.9
3,14.1,48.9,32.5,31
3,13.8,48.9,32.5,31
3,14.2,48.9,32.6,31
3,14.1,48.9,32.6,31
3,14.6,48.9,32.6,31
3,14.2,48.9,32.6,31
3,13.7,48.9,32.6,31
3,14.6,48.9,32.6,31
3,13.8,48.9,32.6,31
3,14.1,48.9,32.6,31
3,14.1,48.9,32.7,31
3,14.6,48.9,32.7,31
3,16,48.9,32.7,31
3,13.7,48.9,32.7,31
3,14.6,48.9,32.7,31
3,16,48.9,32.7,31
3,14.5,48.9,32.7,31
3,14.1,48.9,32.7,31
3,13.7,48.9,32.7,31
3,13.6,48.9,32.7,31
3,13.8,48.9,32.7,31
3,16,48.9,32.7,31
3,14.2,48.9,32.7,31
3,16,48.9,32.8,31.1
3,13.8,48.9,32.8,31.1
3,14.6,48.9,32.8,31.1
3,14,48.9,32.9,31.1
3,14,48.9,33,31.1
3,13.8,48.9,33,31.1
3,14.5,48.9,33.1,31.2
3,14.5,48.9,33.1,31.2
3,15.1,48.9,34.1,32.1
3,14.7,48.9,33.7,32.4
3,14.2,48.9,34.1,32.9
3,14.6,48.9,34.1,33
3,14.7,48.9,34.2,33
3,14.3,48.9,34.2,33.1
3,14.6,48.9,34.2,33.2
3,15.2,48.9,34.1,33.2
3,15.8,48.9,34,33.3
3,15.2,48.9,34,33.4
3,14.7,48.9,34,33.4
3,14.1,48.9,34.1,33.6
3,14.6,48.9,35.7,34.6
3,14.2,48.9,35.7,35
3,13.8,48.9,35.7,35
3,14.6,48.9,35.8,35.1
3,14.6,48.9,34.3,32.4
3,16,48.9,32.5,30.9
3.1,14.2,47.2,34.3,32.5
3.1,14.6,47.2,34.3,32.5
3.1,14.2,47.2,34.3,32.5
3.1,14.2,47.2,34.3,32.5
3.1,14.2,47.2,34.3,32.5
3.1,14.2,47.2,34.3,32.5
3.1,14.6,47.2,34.3,32.5
3.1,14.6,47.2,34.3,32.5
3.1,14.2,47.2,34.3,32.5
3.1,14.1,47.2,34.3,32.5
3.1,16,47.2,34.3,32.5
3.1,14.5,47.2,34.3,32.5
3.1,14.2,47.2,34.3,32.5
3.1,16,47.2,34.3,32.5
3.1,15.9,47.2,34.3,32.5
3.1,16,47.2,34.3,32.4
3.1,13.8,47.2,34.3,32.4
3.1,13.6,47.2,34.3,32.4
3.1,14.5,47.2,34.3,32.4
3.1,14.6,47.2,34.3,32.4
3.1,13.8,47.2,34.3,32.4
3.1,14.6,47.2,34.3,32.4
3.1,14.2,47.2,34.3,32.4
3.1,14.2,47.2,34.3,32.4
3.1,14.1,47.2,34.3,32.4
3.1,14.2,47.2,34.3,32.4
3.1,14.2,47.2,34.3,32.4
3.1,14.6,47.2,34.3,32.4
3.1,14.1,47.2,34.3,32.4
3.1,14.6,47.2,34.2,32.4
3.1,14.2,47.2,34.2,32.4
3.1,13.6,47.3,32.9,31.1
3.1,14.1,47.3,32.9,31.1
3.1,14.5,47.3,32.9,31.1
3.1,14.5,47.3,32.9,31.1
3.1,14,47.3,32.9,31.1
3.1,14,47.3,32.9,31.1
3.1,14,47.3,32.9,31.1
3.1,14.5,47.3,32.9,31.1
3.1,14.5,47.3,32.9,31.1
3.1,14,47.3,32.9,31.1
3.1,14,47.3,32.9,31.1
3.1,14,47.3,32.9,31.1
3.1,14,47.3,32.9,31.1
3.1,14,47.3,32.9,31.1
3.1,14,47.3,32.9,31.1
3.1,14,47.3,32.9,31.1
3.1,14,47.3,32.9,31.1
3.1,14,47.3,32.9,31.1
3.1,14,47.3,32.9,31.1
3.1,14,47.3,32.9,31.1
3.1,14,47.3,33,31.1
3.1,14,47.3,33,31.1
3.1,14,47.3,33,31.1
3.1,14,47.3,33,31.1
3.1,14,47.3,33,31.1
3.1,14,47.3,33,31.1
3.1,14,47.3,33,31.1
3.1,15.9,47.3,33,31.1
3.1,13.8,47.3,33,31.1
3.1,14,47.3,33,31.1
3.1,14,47.3,33,31.1
3.1,14,47.3,33,31.1
3.1,14,47.3,33,31.1
3.1,14,47.3,33,31.1
3.1,14,47.3,33,31.1
3.1,14,47.3,33,31.1
3.1,14,47.3,33,31.1
3.1,14,47.3,33,31.1
3.1,14,47.3,33,31.1
3.1,14,47.3,33,31.1
3.1,14,47.3,33,31.1
3.1,14,47.3,33,31.1
3.1,14,47.3,33,31.1
3.1,14,47.3,33,31.1
3.1,13.6,47.3,33,31.1
3.1,14.5,47.3,33,31.1
3.1,14.5,47.3,33,31.1
3.1,14.5,47.3,33,31.1
3.1,14.5,47.3,33,31.1
3.1,14.5,47.3,33,31.1
3.1,14.5,47.3,33,31.1
3.1,14.5,47.3,33,31.1
3.1,14.5,47.3,33,31.1
3.1,14.5,47.3,33,31.1
3.1,14.5,47.3,33,31.1
3.1,14.5,47.3,33,31.1
3.1,14.5,47.3,33,31.1
3.1,14.5,47.3,33,31.1
3.1,14.5,47.3,33.1,31.2
3.1,14.5,47.3,33.1,31.2
3.1,14.5,47.3,33.1,31.2
3.1,14.5,47.3,33.1,31.2
3.1,14.2,47.3,34.6,32.8
3.1,14.2,47.3,34.6,32.8
3.1,14.6,47.3,34.6,32.8
3.1,14.6,47.3,34.6,32.8
3.1,14.2,47.3,34.6,32.8
3.1,14.2,47.3,34.6,32.8
3.1,14.6,47.3,34.6,32.8
3.1,14.2,47.3,34.5,32.7
3.1,16,47.3,34.5,32.7
3.1,14.2,47.3,34.5,32.7
3.1,14.6,47.3,34.5,32.7
3.1,16,47.3,34.5,32.7
3.1,14.6,47.3,34.5,32.7
3.1,14.6,47.3,34.5,32.7
3.1,14.2,47.3,34.5,32.7
3.1,14.2,47.3,34.5,32.7
3.1,14.2,47.3,34.5,32.7
3.1,14.2,47.3,34.5,32.7
3.1,14.6,47.3,34.5,32.7
3.1,14.2,47.3,34.5,32.7
3.1,14.2,47.3,34.5,32.7
3.1,14.6,47.3,34.5,32.7
3.1,14.6,47.3,34.5,32.7
3.1,14.6,47.3,34.5,32.7
3.1,14.2,47.3,34.5,32.7
3.1,14.2,47.3,34.5,32.7
3.1,14.6,47.3,34.5,32.7
3.1,14.6,47.3,34.5,32.7
3.1,14.6,47.3,34.5,32.7
3.1,14.6,47.3,34.5,32.7
3.1,14.6,47.3,34.5,32.7
3.1,14.6,47.3,34.5,32.7
3.1,14.2,47.3,34.5,32.7
3.1,14.2,47.3,34.4,32.7
3.1,14.6,47.3,34.4,32.7
3.1,15.7,47.3,34.4,32.7
3.1,15.7,47.3,34.4,32.7
3.1,14.6,47.3,34.4,32.6
3.1,14.2,47.3,34.4,32.6
3.1,14.1,47.3,34.4,32.6
3.1,14.6,47.3,34.4,32.6
3.1,14.2,47.3,34.4,32.6
3.1,14.6,47.3,34.4,32.6
3.1,14.2,47.3,34.4,32.6
3.1,14.6,47.3,34.4,32.6
3.1,14.2,47.3,34.4,32.6
3.1,14.5,47.3,34.4,32.6
3.1,14.2,47.3,34.4,32.6
3.1,14.2,47.3,34.4,32.6
3.1,13.6,47.3,34.4,32.6
3.1,14.2,47.3,34.4,32.6
3.1,13.8,47.3,34.4,32.6
3.1,13.8,47.3,34.4,32.6
3.1,13.8,47.3,34.4,32.6
3.1,13.7,47.3,34.4,32.6
3.1,13.8,47.3,34.4,32.6
3.1,14.2,47.3,34.4,32.6
3.1,14.2,47.3,34.4,32.6
3.1,14.6,47.3,34.4,32.6
3.1,15.7,47.3,34.4,32.6
3.1,16.1,47.3,34.4,32.6
3.1,15.1,47.3,34.4,32.5
3.1,14.2,47.3,34.4,32.5
3.1,14.2,47.3,34.4,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,14.1,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,15.7,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,16,47.3,34.3,32.5
3.1,13.8,47.3,34.3,32.5
3.1,13.6,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,13.8,47.3,34.3,32.5
3.1,13.8,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,13.6,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,13.7,47.3,34.3,32.5
3.1,14.5,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.1,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,13.8,47.3,34.3,32.5
3.1,13.7,47.3,34.3,32.5
3.1,13.6,47.3,34.3,32.5
3.1,14.5,47.3,34.3,32.5
3.1,16,47.3,34.3,32.5
3.1,14.5,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,13.9,47.3,34.3,32.5
3.1,13.8,47.3,34.3,32.5
3.1,13.6,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,14.5,47.3,34.3,32.5
3.1,14.2,47.3,34.3,32.5
3.1,13.6,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.5
3.1,14.6,47.3,34.3,32.4
3.1,13.6,47.3,34.3,32.4
3.1,14.6,47.3,34.3,32.4
3.1,13.8,47.3,34.3,32.4
3.1,14.6,47.3,34.3,32.4
3.1,14.6,47.3,34.3,32.4
3.1,14.1,47.3,34.3,32.4
3.1,14.6,47.3,34.3,32.4
3.1,13.6,47.3,34.3,32.4
3.1,13.7,47.3,34.3,32.4
3.1,13.7,47.3,34.3,32.4
3.1,13.6,47.3,34.3,32.4
3.1,14.1,47.3,34.3,32.4
3.1,14.6,47.3,34.3,32.4
3.1,14.6,47.3,34.3,32.4
3.1,14.1,47.3,34.3,32.4
3.1,14.2,47.3,34.3,32.4
3.1,14.2,47.3,34.3,32.4
3.1,14.2,47.3,34.3,32.4
3.1,14.5,47.3,34.3,32.4
3.1,13.6,47.3,34.3,32.4
3.1,13.7,47.3,34.3,32.4
3.1,14.1,47.3,34.3,32.4
3.1,14.6,47.3,34.3,32.4
3.1,13.8,47.3,34.3,32.4
3.1,13.6,47.3,34.3,32.4
3.1,13.8,47.3,34.3,32.4
3.1,16,47.3,34.3,32.4
3.1,16,47.3,34.3,32.4
3.1,13.6,47.3,34.3,32.4
3.1,14.2,47.3,34.3,32.4
3.1,14.2,47.3,34.3,32.4
3.1,14.2,47.3,34.3,32.4
3.1,14.2,47.3,34.3,32.4
3.1,14.6,47.3,34.2,32.4
3.1,14.6,47.3,34.2,32.4
3.1,14.6,47.3,34.2,32.4
3.1,14.2,47.3,34.2,32.4
3.1,14.6,47.3,34.2,32.4
3.1,14.2,47.3,34.2,32.4
3.1,14.2,47.3,34.2,32.4
3.1,14.2,47.3,34.2,32.4
3.1,14.6,47.3,34.2,32.4
3.1,14.6,47.3,34.2,32.4
3.1,14.2,47.3,34.2,32.4
3.1,14.2,47.3,34.2,32.4
3.1,14.6,47.3,34.2,32.4
3.1,14.6,47.3,34.2,32.4
3.1,14.2,47.3,34.2,32.4
3.1,14.2,47.3,34.2,32.4
3.1,14.6,47.3,34.2,32.4
3.1,13.7,47.3,34.2,32.4
3.1,14.2,47.3,34.2,32.4
3.1,14.6,47.3,34.2,32.4
3.1,14.6,47.3,34.2,32.4
3.1,14.6,47.3,34.2,32.4
3.1,14.2,47.3,34.2,32.4
3.1,14.2,47.3,34.2,32.4
3.1,14.2,47.3,34.2,32.4
3.1,14.2,47.3,34.2,32.4
3.1,14.6,47.3,34.2,32.4
3.1,14.2,47.3,34.2,32.4
3.1,14.2,47.3,34.2,32.4
3.1,14.6,47.3,34.2,32.4
3.1,14.1,47.4,32.4,30.8
3.1,16,47.4,32.4,30.8
3.1,13.6,47.4,32.4,30.9
3.1,13.7,47.4,32.4,30.9
3.1,14.6,47.4,32.4,30.9
3.1,16,47.4,32.5,30.9
3.1,14.1,47.4,32.5,30.9
3.1,14.6,47.4,32.5,30.9
3.1,14.5,47.4,32.5,30.9
3.1,14.6,47.4,32.5,30.9
3.1,14.5,47.4,32.5,30.9
3.1,14.6,47.4,32.5,30.9
3.1,14.2,47.4,32.5,30.9
3.1,14.6,47.4,32.5,31
3.1,14.2,47.4,32.5,31
3.1,14.6,47.4,32.6,31
3.1,14.6,47.4,32.6,31
3.1,13.8,47.4,32.6,31
3.1,14.6,47.4,32.6,31
3.1,14.1,47.4,32.6,31
3.1,14.1,47.4,32.6,31
3.1,13.8,47.4,32.6,31
3.1,14.6,47.4,32.6,31
3.1,13.6,47.4,32.6,31
3.1,13.7,47.4,32.6,31
3.1,16,47.4,32.6,31
3.1,13.7,47.4,32.6,31
3.1,14.1,47.4,32.6,31
3.1,14.5,47.4,32.6,31
3.1,14.1,47.4,32.6,31
3.1,13.6,47.4,32.7,31
3.1,13.6,47.4,32.7,31
3.1,14.2,47.4,32.7,31
3.1,13.6,47.4,32.7,31
3.1,16,47.4,32.7,31
3.1,13.6,47.4,32.7,31
3.1,13.7,47.4,32.7,31
3.1,16,47.4,32.7,31
3.1,14.6,47.4,32.7,31
3.1,14.6,47.4,32.7,31
3.1,13.8,47.4,32.7,31
3.1,14.6,47.4,32.7,31
3.1,14.5,47.4,32.7,31
3.1,14.6,47.4,32.7,31
3.1,16,47.4,32.7,31
3.1,13.8,47.4,32.7,31
3.1,14.1,47.4,32.8,31.1
3.1,16,47.4,32.8,31.1
3.1,13.8,47.4,32.8,31.1
3.1,13.8,47.4,32.8,31.1
3.1,14.6,47.4,32.8,31.1
3.1,14.2,47.4,32.8,31.1
3.1,14.6,47.4,32.8,31.1
3.1,13.6,47.4,32.8,31.1
3.1,13.8,47.4,32.8,31.1
3.1,13.7,47.4,32.8,31.1
3.1,14.5,47.4,32.8,31.1
3.1,13.7,47.4,32.8,31.1
3.1,14.1,47.4,32.8,31.1
3.1,14.6,47.4,32.8,31.1
3.1,14.1,47.4,32.8,31.1
3.1,14.6,47.4,32.8,31.1
3.1,14.5,47.4,32.8,31.1
3.1,13.8,47.4,32.8,31.1
3.1,14.5,47.4,32.8,31.1
3.1,14.6,47.4,32.8,31.1
3.1,14.6,47.4,32.8,31.1
3.1,16,47.4,32.8,31.1
3.1,14.5,47.4,32.8,31.1
3.1,14.1,47.4,32.8,31.1
3.1,14.6,47.4,32.8,31.1
3.1,14.1,47.4,32.8,31.1
3.1,14.2,47.4,32.8,31.1
3.1,14.6,47.4,32.8,31.1
3.1,13.6,47.4,32.8,31.1
3.1,13.6,47.4,32.8,31.1
3.1,13.6,47.4,32.8,31.1
3.1,13.7,47.4,32.8,31.1
3.1,16,47.4,32.8,31.1
3.1,14.6,47.4,32.8,31.1
3.1,14.1,47.4,32.9,31.1
3.1,14.6,47.4,32.9,31.1
3.1,14.1,47.4,32.9,31.1
3.1,16,47.4,32.9,31.1
3.1,14.1,47.4,32.9,31.1
3.1,15.9,47.4,32.9,31.1
3.1,13.8,47.4,32.9,31.1
3.1,13.8,47.4,32.9,31.1
3.1,13.8,47.4,32.9,31.1
3.1,16,47.4,32.9,31.1
3.1,13.7,47.4,32.9,31.1
3.1,16,47.4,32.9,31.1
3.1,14.6,47.4,32.9,31.1
3.1,16,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,16,47.4,32.9,31.1
3.1,14.6,47.4,32.9,31.1
3.1,13.6,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,14.6,47.4,32.9,31.1
3.1,13.6,47.4,32.9,31.1
3.1,14.1,47.4,32.9,31.1
3.1,16,47.4,32.9,31.1
3.1,14.6,47.4,32.9,31.1
3.1,13.6,47.4,32.9,31.1
3.1,14.1,47.4,32.9,31.1
3.1,13.6,47.4,32.9,31.1
3.1,14.1,47.4,32.9,31.1
3.1,13.6,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,13.6,47.4,32.9,31.1
3.1,14.1,47.4,32.9,31.1
3.1,13.7,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,14,47.4,32.9,31.1
3.1,14.5,47.4,32.9,31.1
3.1,14,47.4,32.9,31.1
3.1,14,47.4,32.9,31.1
3.1,14,47.4,32.9,31.1
3.1,14,47.4,33,31.1
3.1,14,47.4,33,31.1
3.1,14,47.4,33,31.1
3.1,14,47.4,33,31.1
3.1,14,47.4,33,31.1
3.1,14,47.4,33,31.1
3.1,14,47.4,33,31.1
3.1,14,47.4,33,31.1
3.1,14,47.4,33,31.1
3.1,14,47.4,33,31.1
3.1,14,47.4,33,31.1
3.1,14,47.4,33,31.1
3.1,13.6,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,13.7,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.1,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14.5,47.4,33,31.1
3.1,14,47.4,33,31.1
3.1,14,47.4,33,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,16,47.4,33.1,31.2
3.1,13.8,47.4,33.1,31.2
3.1,14.1,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.1,47.4,33.1,31.2
3.1,13.8,47.4,33.1,31.2
3.1,14.6,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,13.8,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,14.5,47.4,33.1,31.2
3.1,13.9,47.4,33.1,31.2
3.1,16,47.4,33.1,31.2
3.1,14.6,47.4,33.1,31.3
3.1,13.6,47.4,33.1,31.3
3.1,14.6,47.4,33.1,31.3
3.1,14.5,47.4,33.1,31.3
3.1,14.1,47.4,33.1,31.3
3.1,13.6,47.4,33.1,31.3
3.1,13.6,47.4,33.1,31.3
3.1,14.1,47.4,33.2,31.4
3.1,14.1,47.4,33.3,31.4
3.1,14.5,47.4,33.3,31.4
3.1,14.5,47.4,35.7,34.9
3.1,14.6,47.4,37,36
3.1,14.2,47.4,35.1,33.3
3.1,16.1,47.4,35.1,33.3
3.1,14.1,47.4,35,33.2
3.1,14.6,47.4,34.9,33.1
3.1,15.7,47.4,34.9,33
3.1,14.1,47.4,34.9,33
3.1,14.3,47.4,34.9,33
3.1,14.6,47.4,34.9,33
3.1,14.7,47.4,34.9,33
3.1,16.1,47.4,34.9,33
3.1,15.7,47.4,34.9,33
3.1,14.3,47.4,34.8,33
3.1,14.2,47.4,34.8,33
3.1,14.8,47.4,34.8,33
3.1,14.6,47.4,34.8,33
3.1,14.6,47.4,34.8,33
3.1,14.6,47.4,34.8,33
3.1,14.6,47.4,34.8,33
3.1,14.6,47.4,34.8,33
3.1,14.6,47.4,34.8,33
3.1,14.6,47.4,34.8,33
3.1,14.6,47.4,34.8,33
3.1,14.2,47.4,34.8,33
3.1,14.2,47.4,34.8,33
3.1,14.6,47.4,34.8,33
3.1,14.6,47.4,34.8,33
3.1,14.6,47.4,34.8,33
3.1,14.2,47.4,34.8,33
3.1,14.2,47.4,34.8,33
3.1,14.6,47.4,34.8,33
3.1,14.2,47.4,34.8,33
3.1,14.6,47.4,34.8,33
3.1,14.6,47.4,34.8,33
3.1,14.2,47.4,34.8,33
3.1,14.6,47.4,34.8,33
3.1,14.2,47.4,34.8,33
3.1,14.6,47.4,34.8,33
3.1,14.6,47.4,34.8,33
3.1,14.6,47.4,34.8,33
3.1,14.2,47.4,34.8,33
3.1,14.6,47.4,34.8,33
3.1,14.6,47.4,34.8,33
3.1,14.2,47.4,34.8,33
3.1,14.6,47.4,34.8,33
3.1,14.2,47.4,34.8,33
3.1,14.6,47.4,34.8,33
3.1,14.2,47.4,34.8,33
3.1,14.6,47.4,34.8,32.9
3.1,14.2,47.4,34.8,32.9
3.1,14.2,47.4,34.8,32.9
3.1,14.6,47.4,34.8,32.9
3.1,14.2,47.4,34.8,32.9
3.1,14.6,47.4,34.8,32.9
3.1,14.2,47.4,34.8,32.9
3.1,14.2,47.4,34.8,32.9
3.1,14.8,47.4,34.7,32.9
3.1,15.7,47.4,34.7,32.9
3.1,14.2,47.4,34.7,32.9
3.1,14.6,47.4,34.7,32.9
3.1,14.3,47.4,34.7,32.9
3.1,14.2,47.4,34.7,32.9
3.1,16.1,47.4,34.7,32.9
3.1,16,47.4,34.6,32.9
3.1,14.6,47.4,34.6,32.9
3.1,14.2,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.2,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.2,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.2,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.2,47.4,34.6,32.8
3.1,14.2,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.2,47.4,34.6,32.8
3.1,14.5,47.4,34.6,32.8
3.1,14.2,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.2,47.4,34.6,32.8
3.1,14.2,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.2,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.2,47.4,34.6,32.8
3.1,14.2,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.2,47.4,34.6,32.8
3.1,14.2,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.2,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.2,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.2,47.4,34.6,32.8
3.1,14.2,47.4,34.6,32.8
3.1,14.2,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.2,47.4,34.6,32.8
3.1,14.2,47.4,34.6,32.8
3.1,14.6,47.4,34.6,32.8
3.1,14.2,47.4,34.6,32.8
3.1,14.2,47.4,34.6,32.8
3.1,15.7,47.4,34.6,32.8
3.1,16.1,47.4,34.6,32.8
3.1,14.7,47.4,34.6,32.8
